,country iso3,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,source
98,IND,kg/person/year,0.1209645045822897,0.141868217735714,0.1447160311183002,0.1475906988600326,0.1504848158834239,0.1534154649398758,0.1566907779201938,0.1600156788469025,0.1633481378481378,0.1666975800605753,0.1700298754531648,0.1725481529323486,0.1749889462956201,0.1774347464593463,0.179846530013031,0.1822347594952338,0.1845037236125102,0.18674618745015,0.188978670901582,0.1911804882249093,0.1933772780430272,0.1947014604724339,0.1987488622707743,0.202824332737713,0.2081223812885634,0.2142936905730021,0.2206803365442906,0.2248747818404627,0.2302256233442502,0.2376695966853741,0.24210778963111,0.2477416716557678,0.2530037746228196,0.2611651599944652,0.2700254075620343,0.2777630615962294,0.2876304998383416,0.2975565995125297,0.3037290607399203,0.3135271404004262,0.324485993246334,0.3334488396259776,0.3423671095803421,0.3522220412867324,0.3633228073751314,0.3753683677194397,0.3871981811322036,0.3983412216098045,0.4095570317697611,0.4201843363373994,0.4313896559862156,0.4429446732462243,edgar
100,IND,kg/person/year,,,,,,,,,,,,,,,,,,,,,,,,,0.6157023405780602,,,,,,0.4607158223807864,,,,,,,,,,0.5359767048180561,,,,,,0.5632597722545019,,,,,,unfccc
