country iso3,units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
FIN,kg/person/year,34.71541720130099,34.97979465701233,34.91246516583304,34.67394730188798,34.00626705589414,33.243224754951285,32.26635493814039,31.25122412252431,29.625277702101695,28.75578509380812,26.764279158743392,25.468365131701955,23.440988748212707,21.791432936075637,20.49513174759441,18.532031817716533,19.00052546868731,18.045573710233295,17.113198351322612,16.338653557015927,16.176168657149713,15.415057247679451,15.039740737614334,14.08760471656623,13.06627254350501,12.633812059251811,11.700809328982157,10.958029765038651,10.640951661157606,10.328156143841833,10.019127409725492,9.48381701779916
FRA,kg/person/year,8.100425822749552,8.489491870273108,8.919512076650639,9.362523680074322,9.522240721160124,9.6451709696711,9.708194590747947,9.797310854810606,10.086732479121222,10.21369709743117,10.34906282406906,10.481581527661135,10.589856940266927,10.610184869156244,10.51860867995206,10.33444117874073,10.213956397589923,10.172411928573812,10.088426182496029,9.65143498868288,9.572382559445163,8.933005181353948,8.666614857109385,7.771026385989226,7.23491377813045,6.775674686395337,6.778939420482035,6.818526281371222,6.664399616752779,7.1353222380553465,7.116386683995663,6.673952602979737
GBR,kg/person/year,42.16791403048094,42.479020865518855,42.4248158147247,42.69166995927229,42.95924568246294,43.62260978910953,43.64733579870615,43.38604009930858,42.56224521631877,40.53828501284408,38.70918366459297,37.72897406675831,36.7688258599555,34.12129352931833,31.007537820603673,29.026917427073432,26.744047201478995,24.392601828275556,21.39760209562869,18.710356277279267,15.553836773923885,14.035396018077304,13.004523059238489,11.059432398849811,9.489922221030303,9.06629220312189,8.564300624940692,8.620020003155252,8.62152968789505,8.455743765090176,7.687474266086289,7.298673318019902
GRC,kg/person/year,8.708919760884784,8.897267546467697,9.104794288947346,9.32492029858415,9.561957360593256,9.815796260713967,10.086306347514556,10.377016038067286,10.685809007292885,11.011819340179727,11.41641150621548,9.868205389468828,10.290959503360913,11.016051101578793,11.207302879093993,11.947945159272772,12.455606798715129,12.260502352205714,12.658044967785305,11.765290726448232,12.487380617114376,11.73074608694634,11.022895701288403,11.392752257962988,11.664565715433621,11.650829437822631,11.702090470111852,12.160978527320538,12.596497658102358,12.57641297268749,13.0678780799954,14.30078666056533
HRV,kg/person/year,2.7178614065584368,2.8903549528860597,3.067688629279706,3.2164327464003595,3.3488118829463183,3.5216185844152417,3.7538463818492858,4.007656812036328,4.2970360313517535,4.605172894824304,4.961456752445453,5.306971715882771,5.681748227849154,6.1001600155951206,6.506883406265615,6.490119453267437,7.182263915729278,7.812154188052479,8.568151061618885,9.330047508815644,9.583314725784819,9.932812196237247,10.252343253913216,10.260867644735534,10.720278991692814,11.224742811963827,11.544199745475215,12.047273441223588,12.06410086115294,11.915194570241395,12.143994492954853,11.132709787126918
HUN,kg/person/year,9.765234606855353,10.129621474684043,10.34970757534815,10.619482369421982,10.83386953024416,11.0741767425206,11.277490644208102,11.529841546354753,11.824549567292568,12.138087602969982,12.463406125761521,12.580572237542672,13.019562300761672,13.396227511134814,13.531599598657154,13.705696528717759,13.668668993688788,13.735095784521079,13.652759731527139,13.769261273332498,13.666933307956104,13.113031307413255,13.436135679327057,12.741486241607685,12.425568628843395,12.298994620062581,11.966142268463361,11.999318647910211,11.972587557012769,11.948392693415036,11.897885135440152,11.866704850523472
IRL,kg/person/year,15.12692760829454,15.961815160847236,16.5678109921241,17.0413529268142,17.486844764500272,17.79876630496454,16.323599791168853,13.326094367714699,13.73786750972388,13.562550910212728,13.45906669878947,14.25400476415144,14.766801683312872,14.723351943391977,11.814145540395211,9.773800309297815,9.911155760625993,5.651525262074139,4.167126733653856,2.5317162048948973,2.4633994705181808,3.358442509451304,2.653418607764088,4.018189754374808,5.608633965188932,6.23201112260448,6.3578842752226095,6.017830706196116,5.731375256171221,5.415166138504505,5.334165143895915,5.036371169434371
ISL,kg/person/year,23.485660847623116,23.993326264094485,25.744036803668347,27.232655539684465,28.59835212602921,30.049933253013847,30.461249679159682,30.772305588230957,31.336973211805237,31.934546772636565,32.28505451926015,33.02047579039259,32.84129787142371,32.7243563093295,33.496792198001785,31.56314191105919,34.90284418949584,33.65881755506601,31.736868520844155,30.46351555646173,30.49509712376662,27.732965787536845,24.416008046009242,25.69037525090734,24.97699216130923,24.182683530175797,22.87587755805467,21.51194892646785,21.853966575340138,17.738513904549663,20.21293049316959,19.980080350493473
ITA,kg/person/year,8.60249380565275,9.036817648247132,9.335372688462632,9.73741068129484,10.183105601017386,10.634175174807536,11.107359900813572,11.501718718720642,11.31148682722543,11.344045948740971,12.076989596728929,12.94557573398302,12.410933928752412,12.216317682671741,11.71248490093219,11.685515412538797,11.247211770013871,10.95899121021153,10.558623977061641,10.575459280072064,10.405102684077603,10.004748197373335,10.03672087239457,9.205860678873158,9.16719960786432,9.319610574670506,9.108457884370218,9.095500806912733,9.103109956175164,9.001858620018371,9.579541814970945,9.449330094177917
JPN,kg/person/year,3.21444421323906,3.1642679852228017,3.1282655588779957,3.0478977947342476,2.9760238804442163,2.862612323463248,2.7561838277872046,2.638158738687713,2.5039490359700762,2.3767223964281476,2.258663013021483,2.14132761940361,2.025324767278332,1.909802658476257,1.791996476762535,1.67554862532294,1.5564442730405623,1.4461626605959343,1.3238826763895073,1.217563092513422,1.1142310148348413,1.0317954475055617,0.9624042122747187,0.896401650100189,0.8279311546474161,0.7670902179860775,0.7081242520231944,0.6606990643967037,0.6144644493861658,0.5745375878580138,0.5373110840813881,0.5037735419707916
KAZ,kg/person/year,3.594093236422856,3.747250760748396,3.8959323708385476,4.051309042793873,4.231167438569103,4.404805454729991,4.575004334361336,4.756507281217099,4.9495116210448655,5.105446913413547,5.196159449439439,5.263300828431641,5.32565337043971,5.377930131924368,5.416210349709891,5.442555585476162,5.454172688587342,5.496642037778512,5.657389178179481,5.806478320296294,6.003787504051188,6.15953224080498,6.326425796287686,6.429247263822593,6.5147827759625265,6.573816899379785,6.598426323168674,6.571183305492482,6.6150256291111615,6.686481544617761,6.744736868588488,6.72415468160414
LIE,kg/person/year,0.668874510638971,0.620826646109435,0.5764980475572158,0.535418836595695,0.49756174405721415,0.46257742129362256,0.4302774322653732,0.40065613521687127,0.3734380657598633,0.34820082520680673,0.3249725583561437,0.30399305576192476,0.28476478378298165,0.2669325988799999,0.2503583998827988,0.23487393004479382,0.2205285502327381,0.20727256454992887,0.19492677011186127,0.18325103408885773,0.17243536655875966,0.16224937216861476,0.1524859281761403,0.14341114664701407,0.13495524591950617,0.12713893704912327,0.11982309702916856,0.11288033907941619,0.10633520897304943,0.10017361208227223,0.09446092075627,0.08907712244140474
LTU,kg/person/year,10.870318340774057,11.11014122814472,11.339827081238187,11.565398868171561,11.680590319604562,11.770779210781466,11.939928566494089,12.113343801777093,12.256212566093115,12.39396975189703,12.623531666584961,13.178199164284045,13.476710790698899,13.782753654225102,13.723809302238461,13.663354481759532,13.659202018910104,13.653576467134593,12.699540370471238,12.790343372090947,12.768888220212972,12.195921620646677,12.136500902103771,11.837114850540356,11.299714093800473,10.816195245348197,10.375895131381037,10.31399829856382,8.79613196335884,8.418411527239723,8.265619866142142,7.9069655496413045
LUX,kg/person/year,9.671307045589126,9.754013731462297,9.663587395851895,9.409412465052144,8.412946883481867,8.271113141768836,8.153103694877784,8.240046647456664,8.150720524520816,8.044044719335714,7.596156896475065,7.413750891991682,7.300178676909913,7.230225722921186,6.701724039854147,6.423284374409027,6.219036567021342,6.082213502743858,5.836467049597368,5.6488954158936915,4.6356748380984865,4.549303976064036,4.230376249518626,4.221562481817974,4.076035694172054,3.816662061061559,3.3949893974948875,3.4030681120288855,3.138374735061201,2.9777901167830856,2.8455717923129793,2.6918947641273476
LVA,kg/person/year,4.681395443699619,4.8618305338886,5.05772266564902,5.274834197471922,5.516577119850847,5.775727722498873,6.043704434439462,6.320489449607051,6.610376608069156,6.909365304044724,7.21263367051841,7.524552766958274,7.4770445585003005,6.954965081222447,6.549208352216738,6.8198609044148535,7.112103751686318,7.381873368920275,7.811647456012165,7.921639198905178,7.996809246872436,8.004810563403463,8.046157614882038,7.837631927827547,7.843714144802393,7.327011491452728,7.358972496456247,7.1195431496327775,7.167158840733235,7.4116016851979625,7.336381967281139,7.104329156816319
MCO,kg/person/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,kg/person/year,4.5426410094127405,5.098210602970516,5.6622934855754545,6.228563896920592,6.797721733462039,7.375684915861609,7.964400703871477,8.542323726737417,9.266074324723387,9.953342754893544,10.686865799524314,11.324045622673475,12.014288818363871,12.700579364977356,13.419309810040827,14.151125564394599,14.749355287021816,15.322348702157877,7.605418587575042,9.29828268078159,8.044897181372544,9.018838728860736,9.567474072600515,9.257868646624718,10.030256031127719,10.672948466790062,11.332840295925275,10.945608234044467,11.295810523462446,11.733464383117932,12.173879092989166,12.400706296972764
NLD,kg/person/year,36.45319591088235,36.22619322987489,35.22790434185403,33.99714021707317,32.676096532033,30.819362056935073,29.603216610530403,28.485233174436253,27.101663734534228,24.65055192109547,23.081524011542488,21.588588872609108,20.327702186578325,18.91874483373968,18.00635909065252,14.262634732090493,13.14608288203309,12.134568013512295,11.269532678299578,10.692981973919986,9.863780428029548,9.176801344450611,8.568105270706326,8.070931570424376,7.459152680939577,6.938955628369803,6.45850350818953,5.935221305791718,5.717558539911346,5.427647467906206,5.034205246526834,4.779177765754343
NOR,kg/person/year,19.443062980887568,18.443931771051595,18.05102740731081,18.009608500288486,17.861403247924304,17.875682018327115,17.04793534420782,16.571580196094143,15.021447689316638,14.186676242038017,14.559699579310838,13.872931661533396,13.148519602559295,12.91761191824965,12.735469055982469,11.886689235370286,11.95060212478334,11.575976598747616,10.926839115188477,10.912702814069165,10.561877246463565,10.306028636772616,9.834571827650459,9.428136227165405,9.103280312881296,8.502141519194444,7.9358087715478955,7.4193815608164035,7.0817324042979335,6.648940073993896,6.269399909737076,6.103306311783722
NZL,kg/person/year,39.06766099063549,39.27630842214738,39.829237433405034,40.48499473367291,39.074666183769104,39.46960079492542,39.885680585996575,39.81025752586712,39.25996225954854,39.229359439792866,39.401913926372565,39.482509304984234,39.235290575033744,37.72704381680717,37.254714639318436,36.77581024813052,34.513588726938956,33.84585155643412,32.811504260433615,31.307540685508236,30.41587227213992,28.82205872583102,27.62462039581129,26.898988074944967,26.042005706812716,25.203874658079656,24.444907588194994,23.703101918804126,22.65787416532059,21.67394651052553,20.83475935163774,20.103642404724866
POL,kg/person/year,13.718050717590527,13.538914802093817,13.220497939436044,12.82569021159534,12.394288601912901,11.999017598767951,11.55487037329745,11.15258397060276,10.888190129488386,10.492309971843602,9.73629605080325,9.092104649744165,8.47930566988229,7.784712280245374,7.240431514721107,6.673857549336101,6.0529350581138806,5.468054193236278,4.714402429304216,4.258233974639789,3.717225686843232,3.1286465119807194,2.6888360383995584,2.526200544171551,2.312223616782623,2.0827070971159056,1.7304904865314683,1.7508414397023326,1.7783477300792572,1.5746600575754512,1.28607393768356,1.2150525638064693
PRT,kg/person/year,11.274271518070234,11.842613883750106,12.438758244933672,13.025535342339706,13.611981720556605,14.221289954908187,14.845872307518047,15.49348245689355,16.18099495419062,17.00131901563752,17.80539337653425,18.23136838928783,18.552869613222928,18.839686711682553,18.888651942074986,18.232996014108142,17.899209641847886,17.519241826922354,17.006806095705365,16.783668939106125,16.199384246073784,16.21546431343478,15.614640577727153,15.287720265236295,14.948629749930047,14.232632125411419,14.112905854975446,13.935422808026772,13.883378983904379,13.919645108078768,13.48229144083947,13.381774255481378
ROU,kg/person/year,2.4024136555804843,2.4738747658564977,2.5475492743396635,2.617620975195999,2.684934315780276,2.7882772903348316,2.96539594222221,3.1373599659339653,3.19136309302683,3.31362217244113,3.506937723864266,3.7729773553283477,4.0184781587066425,4.320517315556061,4.603906101314665,4.864463796383509,5.004699548188344,5.369187311084895,5.560436334262721,5.805669776562224,6.102378708581295,5.208918383510583,6.397466328397301,7.02235403646675,7.070939215464636,7.109542436762436,7.262355606045384,7.421116666255928,7.517251571737861,7.821926798414667,7.956976589231435,8.04329590917466
RUS,kg/person/year,7.230172437951768,7.43640259175756,7.640742507004176,7.831614012917095,8.024686065554183,8.209976211306557,8.40151435862845,8.59374858225707,8.790420402883097,8.991538671046758,9.21262245064232,9.48169266587557,9.722016261877354,10.012341001900834,10.351619613147724,10.744223080806343,11.147991839578339,11.610257593948013,12.114846456060981,12.639263933880803,13.152445422443593,13.723872889667087,14.275478226348222,14.848645483338338,15.664053927259564,16.16652470244647,16.640235572301812,17.12471955934432,17.56437897919018,18.001624663865975,18.607095048929125,19.316495191780575
SVK,kg/person/year,5.306813220664903,5.452261266577411,5.446748814824016,5.485677614836289,4.955219516290397,5.019169048527486,5.0810134724682054,5.237558396233955,5.406516558201521,5.561613536263728,5.74757877079713,5.898141176990032,6.049131789171988,6.2859500001598505,6.55456173771255,6.783875777888153,6.9319215481986545,7.114168965673428,7.217549077153238,7.508945807921195,7.757895294160821,8.02739017122613,8.162746129590655,8.247804085458494,8.157930158921769,8.25463724892493,8.218993139552989,8.274711713194208,8.318553217434996,8.283488692038539,8.220500337109682,8.247653746900943
SVN,kg/person/year,7.511086795670889,7.6296205167464475,7.4157559483468205,7.270177640708028,7.173479524519563,7.0905460531774445,7.498824255990596,8.151683741912006,8.631658405177738,9.122009957290114,9.573421626054143,9.820275739221943,9.836743330921994,9.966987974098108,10.048283043822812,9.719721641501836,9.01569929296025,8.241019331546124,6.976931220340093,5.946688574353415,5.812493441657276,5.991941661677129,5.869586499132928,5.501990222254483,4.831007530371316,4.911639693240032,5.196350825170587,4.980086078517874,4.444799903809933,4.263054983486893,3.8893109005368474,3.476172426633742
SWE,kg/person/year,16.0109150439269,16.16827922153271,16.08679586541535,15.467998427889633,14.760212130906085,14.662807928560337,14.492275865029331,14.313979601935154,14.047546369032556,13.415345666732701,12.960606241283015,12.688465040819409,11.81146168069066,11.093839676502096,10.931153674609217,10.114438953196304,9.658526002759293,8.737851639715332,7.473510822073401,6.967652610963162,6.433649902850723,5.851203598976359,5.262040592791586,4.816339626829259,4.272250215552539,3.8193636250362335,3.4190785785355673,3.1514473317930563,2.8998272596699977,2.464966437771226,2.2085543821307594,1.8523467560451574
TUR,kg/person/year,4.955143434425706,4.984334295193954,5.01561508999629,5.06215072594407,5.106649558142132,5.144864605899212,5.259687200488223,5.412039713745018,5.599536023489128,5.8003590246174,5.977846183775061,6.157688091001565,6.321802120064764,6.461684469449761,6.6171012905123225,6.731393151748107,6.848543005334004,6.927978900913355,6.966718356637299,6.871900477712428,6.8662698653081495,6.951871180997634,6.726700087689281,6.275702827173583,6.158854761429179,6.3066255951794155,5.971575313585974,5.615452021422358,5.60579117754964,5.287476322564603,5.282597219925269,4.405827208621752
USA,kg/person/year,28.06729841644779,28.042158787369065,27.602404110857478,26.917130246516066,26.521913332145743,25.498162569878108,24.688798982485423,23.02197353293814,21.381719582222466,20.195513181808813,19.517868553069615,18.718404516197225,18.35738822190789,18.508838952229777,18.018442809593967,17.546316646491107,17.089891667057962,16.639644471308433,16.205564635119416,15.785088331955858,15.764450415650185,14.575542136650645,14.634216249685236,14.095297077130052,13.956638437617851,13.693998250726853,13.157654577724971,13.27780314825455,13.488038006936733,13.646388784382715,13.136713408020935,12.870000371613406
UKR,kg/person/year,5.066771721768512,5.236944345777693,5.370679937182383,5.485709078293126,5.601674067555249,5.701982521261213,5.776536465818596,5.825467707084946,5.885079764526507,5.955789988823304,6.0365110887024365,6.127379177216095,6.220389576280024,6.299040800876686,6.3960492287624735,6.5135923804633835,6.6667617256998,6.7923804463290836,6.89309177039286,6.939173615619211,7.035610731125317,7.083735954882015,7.050336234016135,7.135440131013313,7.171740426072078,7.318033894113821,7.344734829470279,7.26903763487099,7.174886394170001,7.128462902427301,7.041899005202254,
AFG,kg/person/year,,,,,,,,,,,,,,,,0.25439152067590637,,,,,,,,0.15852277571224363,,,,,,,,
AGO,kg/person/year,,,,,,,,,,,1.4188063946567968,,,,,1.8394979908188591,,,,,,,,,,,,,,,,
ALB,kg/person/year,,,,,,,,,,,6.492728992046249,6.5765858323725315,6.627072841134977,6.82510877011928,7.509904911543115,7.722659575801101,8.893292805755635,9.085765052330514,8.62895786107547,10.810290659642709,,,,,,,,,,,,
ARE,kg/person/year,,,,,40.8325547525487,,,,,,30.225934279048882,,,,,70.77797137252969,,,,,,,,,47.28523279497589,,,,,,,
ARG,kg/person/year,6.377371594617428,,,,6.913379000083582,,,7.2737141018271805,,,9.635848265087027,,,,,,,,,,7.759100866924413,,8.90772188886133,,,,,,,,,
ARM,kg/person/year,6.855260127894001,,,,,,,,,,6.755829135530972,,,,,,7.351760424465866,,,,7.602095243073245,,,,,,,,,,,
ATG,kg/person/year,57.00480040424457,,,,,,,,,,74.61195123576044,,,,,,,,,,,,,,,,,,,,,
AZE,kg/person/year,,8.601446459776499,8.536846074319886,8.525721931234282,8.486450827678256,8.529241393122103,8.525492379578521,8.519935035495354,8.485161724222666,8.426887585171494,,8.415818212530926,8.41243808174434,8.411402922271217,8.556404482195527,,,,,,,,,3.1099441904178264,,,,,,,,
BDI,kg/person/year,,,,,,,,,0.037910043179008965,,,,,,,0.00135338618577066,,,,,0.0063550465918049475,,,,,,,,,,,
BEN,kg/person/year,,,,,,1.3148078288454284,,,,,0.19148265160031627,,,,,,,,,,,,,,,,,,,,,
BFA,kg/person/year,,,,,0.9278527866105071,,,,,,,,,,,,,,1.2320769000221414,1.2741196146561329,1.3141529871386117,1.3527960083001203,1.3895274274483205,1.4248933229487548,1.4595613984975764,1.4932135713720562,1.521620868109348,1.5471980087778407,,,,
BGD,kg/person/year,,,,,0.540501309645312,,,,,,,0.10450329931193995,,,,0.11709386648843796,,,,,,,,,,,,,,,,
BHR,kg/person/year,,,,,31.689630411257234,,,,,,174.29389887018195,,,,,,,,,,,,,,,,,,,,,
BHS,kg/person/year,,,,,,,,,,,0.21352926335480935,,,,,,,,,,,,,,,,,,,,,
BIH,kg/person/year,10.515518511184144,,,,,,,,,,,,5.262763306880008,5.84232237743663,6.524593201429976,6.974742346895369,7.010928891342466,9.026156070126492,10.534923571720318,11.709293865183232,9.970905946018565,10.686209606795574,11.907567695301877,11.057179717041242,9.800989507900718,,,,,,,
BLZ,kg/person/year,,,,,5.579187162325619,,,,,,3.9100521617596895,,,4.924279729391889,,,6.268854185066272,,,8.434896919193687,,,,,,,,,,,,
BOL,kg/person/year,0.338209468343171,,,,2.2849798835986017,,,,3.792720293937633,,4.151219366863982,,4.125572448456466,,4.16871060435562,,,,,,,,,,,,,,,,,
BRA,kg/person/year,5.964575662543326,6.06118134537422,6.169949491596547,6.264166364897947,6.358535214134544,6.439151686134281,6.530467325252723,6.629616323503728,6.707795338680346,6.786127371074373,6.847526736797287,6.922097410553676,7.015310592612004,7.09251010673108,6.929871385192507,6.955131383192011,6.973812328460926,6.7685486025583685,6.486660976833533,6.345442898830686,6.4602874493314335,6.808274813436972,6.828261112124863,7.248598015701498,7.12573721619987,7.06083471026027,7.237276680512227,,,,,
BRB,kg/person/year,27.04080844291299,,,,30.567952558537627,,,34.19141111752728,,,33.64642501336411,34.27289514629412,35.56394316560198,37.02728572728087,38.484696126080834,39.93626454912577,41.38107124147616,42.8045844411651,44.01489170502687,45.220450566133955,42.98890036992989,,,,,,,,,,,
BRN,kg/person/year,,,,,,,,,,,,,,,,,,,,,49.76486432251191,,,,,,,,,,,
BTN,kg/person/year,,,,,,,,,,,3.150507401989418,,,,,,,,,,,,,,,1.0655559053592618,,,,,,
BWA,kg/person/year,,,,,5.207695950367931,,,,,,2.773619921423753,,,,,,,,,,,,,,,0.49761882524116435,,,,,,
CAF,kg/person/year,,,,,1.2735880425767385,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,kg/person/year,2.1959296906781955,,,,2.934413948275782,,,,,,4.735601345484005,,,,,,6.5827470357838545,,,,5.675081194827478,,,7.532870643363693,,,8.4218656849009,,10.036654911784915,,,
CHN,kg/person/year,,,,,1.6435415805389482,,,,,,,,,,,,,,,,1.8921379559240241,,1.8109464856212258,,3.386352227247098,,,,,,,
CIV,kg/person/year,,,,,30.00785739462705,,,,,,27.891619299664814,,,,,,,,,,,,,,,,,,,,,
CMR,kg/person/year,,,,,3.9396485073931053,,,,,,4.505819597320204,,,,,,,,,,,,,,,,,,,,,
